"sample","FN1","THBS1","COL1A2","COL1A1","FLNA","MYH9","DSP","TLN1","TGFBI","ACTB","C3","CLTC","COL6A1","POSTN","PXDN","ACTN1","BGN","FBN1","SERPINE1","GAPDH","TUBA4A","JUP","ALB","TUBB4B","ANXA6","DSG1","ACTN4","SDCBP","FLNC","VCP","AGRN","PKM","VCAN","HSPA8","ALDOA","EFEMP1","COL6A2","LAMC1","TUBA1C","DYNC1H1","SPARC","HSP90AB1","LGALS3BP","ITGB1","VCL","LAMB1","KPRP","VIM","HSP90AA1","LRP1","COL4A2","MVP","ANXA2","MSN","PTX3","MFGE8","IQGAP1","ANXA5","COL3A1","ATP1A1","COL5A2","FBLN1","WDR1","PGK1","ITGAV","BSG","HSPA5","FLNB","CALR","PDCD6IP","PLOD2","TUBB3","CALU","NID2","TUBB6","EEF2","SLC3A2","RTN4","TPI1","THBS4","RPL3","GNB1","AHNAK","GNAI2","DPYSL2","HSP90B1","F2","ANPEP","PTGFRN","COMP","CLIC4","ANXA1","IFITM3","CTNNB1","ATP2B4","RACK1","EMILIN1","LTBP2","PKP1","GSN","COL5A1","MARCKS","FLG2","CD81","CDH2","BASP1","CLIC1","HSPB1","IGFBP7","GDI2","GDI1","MRC2","GJA1","P4HB","COL12A1","LTBP1","UBA1","LOXL2","YWHAE","RPSA","C1R","ITIH2","COL4A1","QSOX1","GNB2","GSTP1","RPLP0","UCHL1","PSMA4","YWHAQ","CFL1","CAP1","ACTBL2","YWHAB","PDIA3","A2M","EHD1","STOM","AHCY","ALDOC","CTNNA1","TAGLN","HBA1","MAP1B","EIF4A1","SERPINH1","YWHAZ","ACLY","FSTL1","ADAM10","NPM1","CNTN1","APOB","NID1","ARF3","LDHB","PFN1","LGALS1","PSMA7","CTNND1","TPM4","TIMP1","GARS1","CCDC80","GAS6","MYOF","YWHAG","APP","AEBP1","ARF4","SLC38A2","ARHGDIA","ITGA3","RPLP2","EPHA2","CALD1","NUCB1","RAB7A","TIMP2","FABP5","PGAM1","F5","PCOLCE","TPT1","CALM3","PEBP1","MYL6","CTSB","PARK7","PPIA","EEF1G","GNAI3","PLS3","PSMC2","PLG","EHD2","RPLP1","ITGB3","LUM","RPS2","CAPN2","SEPTIN2","RPL10","PRDX6","RPL4","FSCN1","ITIH3","PLXNB2","EHD4","ITGA5","LTBP4","LDHA","TXNDC5","FASN","TKT","IGFBP4","CCT3","IPO5","MYO1C","TNC","FBLN2","HSPA4","CAPZA1","ACTR3","PSMB4","CCN2","KPNB1","GPI","RNH1","COTL1","EIF5A","FMOD","NIBAN1","PSMB1","PFKL","DPYSL3","RPS8","FGG","CLSTN1","PSMC6","COPA","PDIA4","COL18A1","TUBB1","MDH1","B2M","CD44","RRAS","PSMC1","PSMA1","RAP1B","STIP1","TAGLN2","CBR1","ITGA4","LAMA5","ATP2B1","ANXA11","RAB10","RPS3","GANAB","RPS6","CXCL1","CANX","AARS1","VPS28","EEF1D","MYL12B","CDH11","HTRA1","EEF1B2","CCT8","GLG1","CCT2","PHGDH","ILK","YBX1","PSMC3","INHBA","PAICS","HYOU1","RPL17","TMEM165","ACTR1A","PPIB","OLFML3","PSMD1","COL2A1","ACTR2","MDH2","RPS27A","RAP1A","EFEMP2","ANXA4","RPL7","RAB1A","SBSN","HNRNPK","VAT1","AP2B1","CAT","PSMA6","RPL12","RHOG","TMED10","PSMD12","YWHAH","MYADM","CAPZB","EIF4A2","CCT4","AHSG","VAMP3","RPL6","C1S","ATIC","CCT5","RPL23","PDCD6","RPL10A","IGSF8","TPM3","PPP2CB","SERPINF1","COPB2","B4GALT1","HGFAC","GLIPR2","SPTBN1","RRAS2","HNRNPA2B1","GNAQ","SERPINC1","NME2","GNAS","PNP","PABPC1","SERPIND1","TPM1","RPS3A","PDIA6","SOD1","CNP","GNG12","NCL","PSMA2","COPG1","PRDX2","ARPC1B","TM9SF2","HNRNPU","TXNRD1","RAN","C5","TFRC","RCN1","EZR","RPL18","TCP1","PGM1","EXT2","ARF6","SLC2A1","SND1","PPP1CA","RDX","FLOT1","CDH13","IGFBP2","CDC42","TALDO1","LMNA","NES","RPS13","P4HA1","SLC7A5","UGDH","SOD2","PCBP2","ATP1B3","RPL19","VPS35","DKK3","PSMD13","BLVRB","MVB12A","CAND1","PSAP","PRKCSH","RPS4X","CD59","CAD","SLC1A4","CST3","THY1","IDH1","PSMD2","CCT7","SCARB2","PSMC5","PRSS23","RPL24","RRBP1","SRSF1","TGM1","DARS1","PLOD3","HSPA9","F10","IGF2R","RPL14","C1QBP","SRSF7","S100A11","DIP2B","PSMB5","THBS3","PSMA5","GCN1","HSPH1","PSMD3","CSE1L","MTAP","EPB41L2","UFM1","NUCB2","PGD","ST13","RPS11","CD63","HBE1","RAC1","RPL30","NUTF2","PTK7","SEPTIN11","HNRNPH1","TSPAN14","RPL8","XPNPEP1","EHD3","TMSB10","RPL18A","CP","LOX","RCN3","SLC16A1","GOLGA7","ESD","RUVBL1","SERPINB7","RAB5C","PSMA3","PLEC","ALDH9A1","PTGES3","RPS26","VNN1","TXN","RAB2A","CAST","TF","TMSB4X","RPS16","RPL15","IDE","PYGB","RPL13","CD151","EIF3A","SRPX2","TM9SF3","RANBP1","AKR1B1","SLC44A1","S100A10","PRPF8","PSMB2","COPB1","RPS9","OAF","HSPE1","AKR1A1","PSMD6","APOH","SPRR2D","PSMD14","IL1RAP","ME1","S100A6","APOM","AFM","SERPING1","GTF3C3","TADA2B","SUPT6H","CFB","KIF2B"
"CPC.A.Normoxia",9.86888479001162,9.30318564784039,9.08999520089857,8.98224420075971,8.35756071758541,8.31956923610499,9.00493594916666,8.51841548455643,7.93602755251619,9.21450937317297,9.19497495640522,8.00380366322499,8.81062983726046,8.43103834367882,7.85757101119988,7.73008719114578,8.06459441900347,8.10878431007527,9.01499213684664,8.74228644673911,7.799749130675,7.75764086814114,10.6505579926968,8.87742156382403,8.27925690405398,7.84009690576778,7.34917909780104,8.24366960337514,7.61537147409738,7.47868777941436,7.03995628165846,8.43747518006177,7.77412857888273,8.45128048495293,8.03659760866666,8.41159720707465,7.98424040097492,8.63506585144205,8.62353404777489,7.50001132977226,8.37770203647576,7.69598814274176,7.77742811069769,8.2868485791663,7.93882852632848,7.89561396721114,7.56135233262666,8.961210870818,8.37615371704362,8.00076403109842,7.59442338220006,8.01444150215118,8.66451764811073,8.14088437805549,8.37946070759285,7.76143399740026,8.26322572092632,8.03379347742851,9.18383451547841,8.20728431666172,7.11512750673062,8.55434394229975,7.62935467460685,7.77080340084308,7.73955554040923,8.17143598432239,7.42110812794983,6.89413666013043,7.05061594126392,7.60270695584793,7.33013284496647,5.03358098087357,7.31347884062175,7.21057435522355,6.98249925702945,7.47652581623006,7.76204817669457,7.71122667603651,7.7795440807271,7.51669909888788,7.00849976063795,7.70797527004007,7.89194688654649,8.01050370618862,6.85446665531859,7.68674883729558,7.97354308247226,8.04721886744035,8.5630940518882,8.02236089316101,7.98506209105614,7.9996094569036,6.91972584878359,7.32477800215866,7.1512006165163,7.71960133997353,7.40432005586575,6.87715277549452,6.88373068120907,8.11079704589154,6.80172949609356,7.24003118476067,6.69934737565401,7.86042065285376,7.65715357486076,7.5126551099632,7.49545296444738,8.37148692551395,8.20512719130178,7.46096098803974,6.53087383888835,6.88780432155199,7.6854690369544,7.36998036867181,7.44036968282697,7.18325469665105,7.07313314555865,7.37057480776647,8.55644952111455,7.21427326910473,6.61867447592824,9.05380519914645,7.52492078321661,7.37019116143038,7.24153206397186,7.61552743508962,6.57353830586617,8.26879723336585,6.0801724804992,7.01409706745197,7.6889232055864,7.29677266462708,7.16339282655247,7.1607059049638,6.95656351295673,9.29074515960234,7.65885641017843,7.91594528703678,7.57238314357401,7.15310437293072,7.2288721629812,7.69812399436841,9.29254298383782,6.1804180160499,7.34170844692917,6.1827013077332,7.99289819210807,6.98000641072497,7.7887271135067,8.75411195586237,6.68440808142691,6.95249907256513,8.01399413257682,7.26002470812599,8.19836773616696,7.70474286612568,8.07368026636444,7.7057002312849,6.89813377031941,6.66700029710295,6.01957934635801,7.78540555199582,6.45483010608862,7.10149795180269,7.12503695140493,7.05080640473166,7.16593234628882,6.96822424826677,6.70511457153797,6.59101738929999,6.72326631793839,7.41645085279645,7.17851034843905,5.92989694533468,7.12751681314736,6.73815001567835,8.79199159723755,7.50271301860882,7.40298488802748,7.77489637558949,7.47388601702666,7.77259691936226,7.40475417753544,6.53743447751786,7.44757026524934,6.89969034269937,7.47370379967209,7.1708963344021,7.10764204288986,7.7449773125418,7.04471938396988,6.12090451303638,7.2528100181684,6.21628312749329,7.91320409570722,6.28707280603826,6.60917271386965,6.70435833692667,8.23504285094144,6.85610559212585,6.40770609873758,6.69484681387056,6.55308832852381,7.04060343771486,6.73347116707681,7.0538946243431,8.34830910723354,7.18165683917263,6.96597113653524,7.16150362050945,6.74937568121023,7.83875243617974,6.29677389613762,7.17691980534222,6.54053147899408,7.64433987631068,7.141589773645,6.87062145508535,6.40416468591216,7.58653633598596,5.26082467273829,5.42820309151264,6.6923599269613,6.88418867763893,5.30461166180502,7.9903231608422,6.86494727852252,7.18630260888635,6.5109864566925,6.9001794929063,6.77555835684731,6.73973058130951,6.15507422659244,6.00307558051914,4.79155802442383,6.22551282016003,7.18089938582098,7.24999343941249,8.63169090640238,5.1019756738707,6.53514856078604,6.1721558711231,6.73051292457371,7.33361049058441,6.65793653067384,7.01147478298028,7.78265657341639,7.35749324965451,7.59241837560622,6.89132001477461,6.4455538366697,6.54456861443263,7.20168452614084,6.09707984175101,6.65650660797625,5.1626753705958,6.09809098070243,8.99942313720708,6.98556013155603,6.8798095314088,6.47973016087347,9.38555433530668,8.6651894818805,7.0789891096743,4.96374095641679,9.4837173102659,5.54090976719081,6.83791475318708,6.63549540083033,6.15153297702559,6.73078416548906,6.85312499759326,6.5146759945644,6.34463599384059,6.82615448252977,6.83654633278743,5.96023744821235,6.6710712959427,6.5399810531675,6.1510387613374,6.08313880318881,5.18016956947368,4.78545914936538,6.48099313452475,7.14789281661039,7.13494067051543,6.50009277480005,6.90627132020297,6.73570946817378,5.70195396197966,8.41011910653108,7.53944558015491,6.7189344974476,6.7227919547609,6.63631632216401,6.60096769119675,5.79738721216016,6.275547992764,6.76876022033652,7.18634549955404,6.89696592047497,6.48835117213691,6.15651170680988,4.78074203813157,5.34712371294628,4.56824130738344,6.91118919316302,6.95577800295905,6.74490345900236,6.95847831414536,5.50670591437806,9.45424171881806,6.92140469101281,8.01392000563563,7.95893012437399,7.59568214107947,5.91281272967281,4.89545660510503,6.59387995709247,6.27839411856081,6.74322025856771,6.74957666299068,6.97363653683546,8.2657345782196,5.1907534871994,6.63094299955494,7.54981301706938,7.1500728274857,6.09861861975588,7.52381712987673,6.12563500410711,7.06809522839417,8.51896959849449,6.96403819485365,7.22158250152674,6.14632882656613,5.13251537360254,7.62930552957487,7.2209108057066,6.96250460661496,5.62569556697899,6.68265819245768,6.71363792544267,7.31030658265281,6.43997292812056,5.03317270697409,6.11707603938339,7.02540820412409,6.24570903038072,5.31364362090722,5.35187085927795,6.09896395441068,7.55760061822537,8.71834391017178,7.61310331383941,6.33297571232878,5.52556578626274,6.50646757038718,6.16382362822195,6.16804315366142,4.92485339747236,6.89604270190727,7.20276392375996,5.66448099167599,7.1708891068652,4.97042492690697,6.66483380721123,6.95400779985567,7.61832695995049,4.86327558072566,6.32889937236135,6.3260033049732,5.2741263522541,6.13961743202966,6.33392599424146,7.235646453934,5.14753748391494,6.42047115616703,4.87411710795996,7.33282580748666,6.37935649132054,6.07935976192938,6.65538164847254,5.47987356157094,4.99645020524119,6.7916939871813,6.69648220929793,7.42118022852098,6.50288459501864,6.47730244337307,7.8392232000114,5.53245642873979,6.4702438795945,7.00679657413568,6.20825955486354,6.88635700737112,6.03612673677224,6.07546291764378,6.93504528772694,4.77959883586456,5.26279325342887,6.20866426993127,4.7664975176557,6.58109113265439,6.5321909813538,5.13144853417565,5.95039356282425,6.70952391564749,7.44757765823334,6.94977155675727,6.62775395458907,5.19237252259567,5.00254403229614,6.90038063729915,7.92402115302989,5.50152414927781,7.63157178279598,6.02786815520148,6.67811759137395,6.32833530008351,6.1861647108029,5.01350171994213,6.33896755700664,6.13222290329457,5.90687827813907,4.93609173724142,6.71426848066282,6.67787423418251,6.2559978618177,8.10061842480247,8.52302042359806,6.9834806855411,5.23804496030521,6.13545238533319,6.46534251313653,5.25171548568193,5.93779014942073,6.42620969694871,5.37388159559324,5.21881448361738,6.41492447556632,7.69397102292499,6.58581520982244,7.2744676595921,6.17464839346471,6.58646447242385,6.72605454733679,6.30987037036422,4.89762413631874,5.14772865403699,6.14429679756374,7.5417346250581,5.91661379645695,5.96908099481069,5.05919674435859,5.28556196781496,6.22265070358124,6.79498344381445,7.46627388140912,5.37475728871943,5.46138750548349,8.3198899840252,7.76423826472207,6.09457824082164,8.48991060488494,6.80905182360539,7.37109180435897,5.31411053799154,6.50705215343679,5.77114557541115,6.06532107604697,6.4848594300703,4.59731399656334,6.55487745085351,5.14138531837589,6.90777101849913,6.48792950627599,5.20730946059978,6.26443850605198,6.49813985368321,6.29802021329715,6.62583903042209,6.61407528918703,7.39583459921712,7.38323245577567,6.76748521529971,5.89547181655034,6.3357946185522,5.07277586351648,7.42643568950184,7.54045602991204,7.24790537420303,7.38620056231938,7.28969067299685,8.26071123184646,8.93394325081999,7.67553712343207,7.84386289597048
"CPC.A.Hypoxia",9.69225388406462,9.37640009458322,8.95550132381159,8.89018180467928,8.7183283781001,8.33609440481964,9.0738857017885,8.61888392985436,8.04255791823555,9.26176583026787,9.31331820038768,8.11935052513233,9.03586977370895,8.57227538890965,7.8244667558234,8.39004110050991,8.31205244791523,8.17456737491729,9.0349563971458,8.71994734096412,7.93345356671133,7.65762656509323,10.7345091434589,8.7818222972188,8.65458500148893,7.69617796357439,7.38473490176802,8.27380369668646,7.62603113995029,7.45220970667354,7.24464616722315,8.52496672683456,7.73074129271656,8.52974129361865,8.15796237177609,8.25544615053796,8.05335208615015,8.77755732494734,8.58639100477628,7.62451842450833,8.36684951476263,7.77005785889897,7.74562902106282,8.21630360117446,8.00023448523896,8.06533370854515,7.36222212446123,9.07632650678082,8.4277573397975,8.11781532433641,7.59691831316227,8.1343103928885,8.62584519502652,8.22552895667607,8.42908962205719,7.78538800948789,8.16824363759064,7.97046671743808,9.22058975350177,8.21115814269476,7.04463401636762,8.78524697824417,7.61002172013173,7.87642636160424,7.50547175544068,8.07245924953028,7.40079229544581,6.81125890858742,7.25875412693503,7.68781009389281,7.41452989422648,5.03358098087357,7.36909763824157,6.96325253761782,6.99617583397158,7.56729060385263,7.61851386712836,7.75674954978162,7.84181193123238,7.82043793407575,7.18595663741017,7.57493990983385,7.98176250076051,8.08717297952863,7.01120826694083,7.89743388545989,8.21734430872642,8.09857193083214,8.40819987197329,8.10735336663484,7.799236204219,7.96233754618701,7.14912343289434,7.62612866745253,7.30367731888822,7.18307322354426,7.28571260947156,6.80700570308428,6.36110250595129,8.25697762207489,7.21380954415771,7.32039585890763,6.24389939506952,7.82418841475832,7.6951526301001,7.28234336746188,7.72631050422792,8.38266232910596,8.15503791652226,7.27779222845482,6.56953353793037,7.23639721042778,7.02584258858476,7.44436039955594,7.66024238874057,7.09907211432654,7.08788363210164,7.48761720485767,8.84895499949437,7.13476554160456,5.93059857580933,9.26783045403584,7.21482784135293,7.4601374602909,7.32591073407777,7.60912612227114,6.90515973596915,8.23126972540413,6.65404611762586,7.21721375007032,7.70696348041155,7.41775475280291,7.06690270017451,7.10912070808966,7.03326523915447,9.47960341720161,7.38108740723389,7.85410574176445,7.77225651459522,7.05056692739553,7.05717792564835,7.61774868331378,9.40635699300925,6.52722756560693,7.25552427031531,7.18741516401607,7.75662645911924,6.77891434021272,7.76421842590422,8.81185080063421,4.83897133686843,7.33331152930604,8.4001998074212,7.00209159482743,8.22453879722357,7.83862112481685,8.03412954837184,7.64688340848172,7.08706319235308,6.94567106258873,7.02466282658265,7.65229045505398,6.04047416991949,7.16217662682077,7.41673203798362,7.39549592671643,7.03919809775461,7.07342397082505,8.1566922898579,6.65045888559038,7.20016493183622,7.38699690297447,7.32211729221286,6.69431275810391,7.05741627432921,7.00523291306551,8.70602449766018,7.36975561844961,7.29051668563625,7.93913399766782,8.017443737772,7.90639452088101,7.39388681364152,6.72085688662728,7.22028627468654,7.04565139170684,7.46632542452675,7.20929460510814,6.67882733192107,7.82204361896496,7.27396365381159,6.17312933800157,7.21294954049142,6.03201263908962,7.86340818834244,4.68677521519076,6.41303224819469,6.84605395405963,8.35820086650216,6.99276975024388,6.34246643497156,6.41423406620424,6.73967042246182,6.95420793416887,6.92828332370727,7.19691476760022,8.47342684421837,6.77189003683495,7.02326682816274,7.1353439337145,6.27634761199365,7.77508277291702,6.74997477852856,6.90257243226073,6.08075795905265,7.47503760142937,7.34266554302386,4.58602561733622,6.53792392551403,7.86333620739108,5.26082467273829,5.42820309151264,6.98619080122659,6.88634344165851,6.18137339630718,8.1968640120272,6.89148630831795,7.13891620983066,6.59880178208295,7.05119815455601,6.58290017462047,5.21722318992583,6.78120054004059,5.98588418070976,6.17323013839183,6.32242516500561,7.13522153233941,7.31601159874587,8.60180230607151,5.1019756738707,6.91818703264603,6.4957457825077,6.47269549977938,7.61495426572064,6.83732957935254,6.6844033006961,7.8179474552079,7.24147859162659,7.53185975783661,7.0486935324248,6.69730211081383,6.71451363153367,7.35409888014379,6.57211910794939,7.05147342006107,6.31802937974115,5.27897803319876,9.18501093299653,6.26088342049814,6.92152200948091,6.37138751969556,9.30607584634746,8.71335623267759,7.07489719692182,5.89794389068007,9.36881202175825,5.54090976719081,6.98505633580898,6.85728420888642,6.50290967008766,6.5317117723571,6.93419765518571,6.77148150090602,4.94831880952789,6.79246913978313,7.08245216629627,6.66690532022156,6.39457058663453,6.46235539601355,4.62341026076523,6.16781368565092,5.18016956947368,4.78545914936538,6.42561330950497,7.24390508094321,7.14990378033725,6.22497516837304,7.13662195019097,6.69355697535607,6.5263317015994,8.22891485064955,7.76747016786864,6.32783925180024,6.75922713015493,6.16329474285695,6.67278011058572,4.82690274171085,5.51482411240744,6.26606987726566,7.31875461206959,6.80014886394567,6.78556257035798,6.70557755937138,6.20539123038502,6.0460937172823,5.84126137396815,6.75389996243613,7.00423486488625,6.60046445622228,6.91097645854945,6.20567591871408,9.12140495891155,7.06729651443044,8.05901913014042,7.88123187997207,7.83515388271763,5.21384272533679,6.49573290001496,6.39546661119746,6.43095957368894,6.94632702084372,6.78865850516511,6.73737785422164,8.39709601958303,5.1907534871994,6.80632989472063,7.5626797582783,7.22327352238742,6.82095479266521,7.60672521351224,6.33189734572491,7.08211025371816,8.5933551786016,6.75327019215597,6.43614497964551,5.86508940046916,6.14582549850651,7.6974673907072,7.34327434395701,6.16352030940145,5.62569556697899,6.71165453495732,5.15623880823761,7.37540385525661,6.53423986461542,5.8983225585024,6.33488614781881,6.88565901672288,6.55631722515145,6.25279761340939,7.09830081239263,6.90258428698576,7.62132218675478,8.73882007946523,7.76953628569172,6.36381309570189,6.3350103253571,6.72576140752893,5.98252127851939,6.23258932938881,4.92485339747236,7.14213859205149,7.23987637504095,6.55317253286254,7.10521432470566,4.97042492690697,7.20117856403513,6.90981876492906,7.73084130446404,6.03969844098173,5.32162420115363,6.62532024030297,5.2741263522541,6.49926117083113,6.63977756424012,6.83931822538068,6.28466533748603,6.46555791581176,6.08753137424139,7.29666812481014,6.42210752034827,6.42806402726994,6.79171519648869,6.93112463931605,6.5092816654904,6.72094630660777,5.30209713523132,7.60011982558245,6.47659259923234,6.0155106264111,7.95938367974717,5.53245642873979,6.60843932252081,6.74335923420467,6.73072572280672,6.22107873199726,6.69771496252293,6.37206386515035,6.94902876752445,4.77959883586456,6.16302656766217,6.37147178539105,4.7664975176557,6.63233731659456,6.66221331003455,5.13144853417565,6.36929465856224,6.95955239176812,7.43350509371303,7.17532692140743,6.42753325702496,5.99625424881508,5.00254403229614,6.85981720920711,8.25997672652773,5.50152414927781,7.62159313755248,5.13248878669144,7.20396626162254,5.10602882328562,6.63492039097292,5.01350171994213,6.53085771275346,4.35498483067888,4.98506824901153,5.63506174157744,6.59431698805524,6.88644737528717,5.43175461057853,7.87607866323761,8.9318458913705,7.05165228030098,6.39151886151266,5.03727212822622,6.41782455317388,5.25171548568193,5.77571436024132,6.3167098150347,5.37388159559324,5.21881448361738,5.28536121543911,7.51041942075945,6.56664224576643,7.38205097748838,6.76908785507735,6.54711903489758,6.69080390924817,4.81549331021437,4.89762413631874,6.31630540800961,6.43406027259651,7.71349010695118,5.81542627426178,5.27011099047467,5.05919674435859,5.28556196781496,6.37401607327656,6.75887866071356,7.37515937700721,6.59312616304098,5.46138750548349,8.10541019458298,7.82034696173658,6.50807033485179,7.67951780688679,6.77107316108592,7.48369241930888,6.28709202829271,6.66194010426723,5.6701496393225,6.20233786518044,6.94474641109499,6.28280317796608,5.22557724016962,6.42382579708656,7.06041849049246,6.552985748218,6.20647593218655,6.35690115218554,6.01936525765702,6.2281393314069,6.87298624848162,6.78899912593459,7.4410713331246,7.52226836915277,6.4327928454188,6.16856836290696,6.89394142058502,5.85759191604098,7.27926915301081,7.64739875682336,7.54581478641624,7.62637293351732,7.0377616960857,7.9982469055633,8.97547256887907,8.23656440908352,8.15257564920827
